id,temperature,pressure,humidity,wind_speed,wind_direction,precipitation,snowing,cloudiness,terget,target
TEST_00028,12.448,1020.0,64.8,3.6,226.0,0.0,False,4.0,0,6.8677314884594995
TEST_00029,21.032,1017.0,78.8,1.6,132.0,0.0,False,29.4,0,4.090776478912066
TEST_00030,16.786,1012.2,87.6,2.2,118.0,0.0,False,53.0,0,4.7406433831727695
TEST_00031,7.652,1014.0,87.4,1.4,114.0,0.6,False,34.2,0,5.729422446328452
TEST_00032,12.454,1017.0,65.4,2.8,170.0,0.06,False,45.0,0,6.366219916638217
TEST_00033,19.576,1014.4,67.6,1.4,80.0,0.6,False,27.0,0,4.85591275829143
TEST_00034,11.722,1021.8,58.8,1.8,153.8,0.0,False,15.0,0,5.709661526375237
TEST_00035,15.288,1024.4,84.6,1.4,118.0,0.0,False,15.2,0,4.292620793465671
TEST_00036,17.33,1015.0,73.6,1.6,142.0,0.18,False,27.0,0,4.828370090094987
TEST_00037,25.7725375,1014.4,45.8,2.2,131.0,0.0,False,1.6,0,4.717831119274507
TEST_00038,7.1166625,1008.0,81.4,4.8,150.0,1.74,False,54.4,0,9.613940146279536
TEST_00039,22.372,1020.6,60.2,1.6,122.0,0.0,False,34.0,0,4.412345726162185
TEST_00040,11.6905,1019.0,82.4,1.4,197.0,0.18,False,41.8,0,5.315333041837003
TEST_00041,16.682,1017.0,62.0,1.2,130.6,0.06,False,12.0,0,4.696073416460806
TEST_00042,0.8235375,1004.4,72.6,1.0,191.4,0.0,True,56.8,0,3.8035394807604694
TEST_00043,19.784,994.0,62.6,3.0,184.6,0.0,False,80.4,0,5.949802671092614
TEST_00044,19.6201,1018.4,65.4,5.2,115.6,0.18,False,33.4,0,7.074354470472801
TEST_00045,29.944,1015.6,35.0,2.4,146.0,0.0,False,8.0,0,4.776748329710488
TEST_00046,14.244,1016.8,56.2,3.4,40.0,0.0,False,34.0,0,6.223274130637467
TEST_00047,17.414,1019.8,81.6,1.4,234.0,0.0,False,39.6,0,4.674913274284301
TEST_00048,24.892,1017.0,64.6,1.0,195.8,0.0,False,1.6,0,3.782242449753603
TEST_00049,9.156,1029.8,81.6,3.0,106.0,0.0,False,17.6,0,6.007134166802054
TEST_00050,9.878,1017.0,71.8,2.4,207.2,0.24,False,23.0,0,6.447242361334528
TEST_00051,9.5985,1022.4,74.6,2.4,74.6,0.0,False,30.8,0,5.692124073857274
TEST_00052,15.2379375,998.4,73.2,2.8,243.2,0.0,False,46.8,0,6.087725938559854
TEST_00053,9.758,1023.6,77.0,1.6,202.0,0.06,False,22.4,0,5.587613543108395
TEST_00054,21.928,1016.0,49.8,2.6,134.0,0.0,False,8.0,0,5.3088180482000915
TEST_00055,11.58,1020.2,84.6,1.6,142.0,0.0,False,19.0,0,4.907329951544098
TEST_00056,21.228,1018.4,62.6,1.4,73.8,2.4,False,16.0,0,6.718088991525558
TEST_00057,20.436,1020.6,72.8,3.0,194.0,0.0,False,9.6,0,5.358121934052829
TEST_00058,2.024,1034.4,84.2,1.4,168.0,0.0,False,18.0,0,5.861123106293809
TEST_00059,15.024,1018.0,78.2,1.4,132.0,0.0,False,15.2,0,4.534543265718583
TEST_00060,16.728,1009.4,82.8,3.6,140.0,0.06,False,46.0,0,5.8960496952294985
TEST_00061,14.9607,1006.8,65.8,2.8,207.0,0.06,False,18.0,0,6.118936839827355
TEST_00062,21.0749,1004.4,53.6,2.4,152.0,0.6,False,20.4,0,5.944311989455702
TEST_00063,7.972,1002.2,86.8,2.2,104.0,0.24,False,49.0,0,5.863225994624816
TEST_00064,10.296,1019.4,81.4,2.2,182.0,0.06,False,21.4,0,5.73272865288426
TEST_00065,13.89,1003.6,75.2,2.8,164.0,0.18,False,67.0,0,6.169584390988529
TEST_00066,13.072,995.8,70.8,5.2,210.0,0.12,False,56.0,0,7.981950921894094
TEST_00067,24.684,1014.8,59.8,0.8,119.8,0.0,False,18.0,0,3.589266773036026
TEST_00068,13.128,1026.6,60.8,0.6,90.8,0.0,False,8.0,0,4.475201627469241
TEST_00069,25.962,1017.4,43.4,4.4,206.0,0.0,False,12.0,0,6.506524370898536
TEST_00070,8.042,1021.0,92.2,2.0,223.8,0.0,False,52.0,0,5.772828700114053
TEST_00071,8.36,1024.2,81.8,1.8,248.0,0.0,False,30.0,0,5.8719311466613835
TEST_00072,14.68,1005.2,90.2,2.2,131.2,0.0,False,15.2,0,4.779695979375724
TEST_00073,8.03,1013.6,62.2,3.0,310.0,0.06,False,32.6,0,7.490061847935854
TEST_00074,21.768,1017.2,81.8,1.8,175.0,0.0,False,23.0,0,4.197624247087213
TEST_00075,19.078,1008.0,76.2,1.6,255.0,0.0,False,23.0,0,4.778487951449389
TEST_00076,24.37,1020.2,69.8,1.6,113.2,0.0,False,1.6,0,3.7926596853653147
TEST_00077,17.978,1016.0,81.0,1.4,133.2,0.0,False,12.0,0,4.149791840210233
TEST_00078,14.77233125,1007.6,49.0,7.0,292.0,0.06,False,31.0,0,9.66292581744245
TEST_00079,15.594,1015.4,74.4,1.2,108.0,0.0,False,46.0,0,4.485460717463592
TEST_00080,11.626,1007.8,65.6,6.0,252.0,0.0,False,20.0,0,8.653889433364572
TEST_00081,18.596,1016.6,77.0,2.6,122.2,0.0,False,38.2,0,5.03905432919502
TEST_00082,8.844,1035.0,68.2,2.0,167.6,0.0,False,1.0,0,5.886423250645203
TEST_00083,8.716,1016.4,86.0,3.2,262.0,0.0,False,53.0,0,6.785495557524647
TEST_00084,22.94533125,1016.4,75.4,2.0,192.0,0.18,False,54.0,0,4.759875755298991
TEST_00085,24.3306,1000.4,52.2,3.6,178.4,0.06,False,11.2,0,5.890789103454622
TEST_00086,30.534,1014.8,47.8,2.0,116.0,0.0,False,12.0,0,4.035902786248393
TEST_00087,9.168,1030.2,90.0,1.2,106.6,0.0,False,12.2,0,4.5999294544467295
TEST_00088,9.938,1015.0,87.6,1.4,160.0,0.0,False,20.0,0,4.9389823744142385
TEST_00089,30.434,1015.6,48.4,4.0,132.0,0.0,False,23.0,0,5.43556581393779
TEST_00090,3.7696,1017.4,91.2,1.8,198.4,0.0,False,15.8,0,5.863405437264138
TEST_00091,16.94,1008.6,82.4,2.0,114.0,0.0,False,61.0,0,4.747029844771728
TEST_00092,13.4947,990.2,78.2,7.2,276.6,0.24,False,55.2,0,9.419429596294894
TEST_00093,22.918,1009.2,52.0,5.6,214.0,0.0,False,20.0,0,7.44228024511593
TEST_00094,23.434,1013.4,72.0,1.4,134.0,0.06,False,12.0,0,3.8876188635480418
TEST_00095,11.554,1036.2,64.6,1.2,112.6,0.0,False,15.0,0,5.038656422362811
TEST_00096,11.91,996.2,82.4,3.8,205.6,0.72,False,53.4,0,7.524848141161456
TEST_00097,31.334,1012.0,48.6,4.2,136.0,0.0,False,27.0,0,5.499209321388262
TEST_00098,25.8626,1021.8,44.6,1.8,74.8,0.66,False,23.2,0,5.089228812174041
TEST_00099,12.9960625,1004.6,82.2,2.0,100.6,0.06,False,48.8,0,5.123649544860346
TEST_00100,12.684,1009.4,75.2,2.4,114.0,0.3,False,53.0,0,5.9245637220337874
TEST_00101,15.278,1023.6,71.4,1.6,80.0,0.0,False,38.0,0,4.719532255191769
TEST_00102,11.652,1017.0,84.2,3.4,164.0,0.12,False,35.0,0,6.359201416360528
TEST_00103,18.298,1019.6,64.2,2.2,170.0,0.18,False,27.0,0,5.461448016981013
TEST_00104,22.706,1015.0,59.2,2.2,144.0,2.4,False,16.0,0,7.428366272054049
TEST_00105,13.168,1000.0,63.8,7.2,244.0,0.06,False,42.0,0,9.450673777836734
TEST_00106,11.621,1017.0,55.0,1.2,266.2,0.18,False,46.0,0,6.163423064488375
TEST_00107,16.526,1014.0,66.6,6.6,190.0,0.12,False,60.0,0,8.58866076146414
TEST_00108,12.2,1022.4,78.4,0.8,189.6,0.06,False,33.0,0,4.7798726000863105
TEST_00109,19.086,1011.8,69.0,1.2,88.0,0.0,False,27.8,0,4.115244363377352
TEST_00110,12.527,986.2,89.8,2.8,201.4,0.36,False,72.0,0,6.289967768711509
TEST_00111,24.828,1018.8,60.8,2.2,244.4,0.0,False,18.0,0,4.911975106371777
TEST_00112,15.302,1023.8,66.6,1.2,170.6,0.0,False,15.0,0,4.812526952198111
TEST_00113,26.098,1024.4,46.2,3.0,110.0,0.0,False,37.0,0,5.266841155770604
TEST_00114,16.14,1019.0,73.4,3.0,140.0,0.06,False,31.0,0,5.744214948923126
TEST_00115,11.148,1029.2,65.0,0.8,83.8,0.0,False,8.0,0,4.675948685818845
TEST_00116,24.452,1016.2,38.0,4.8,192.0,0.0,False,38.0,0,7.118696070159946
TEST_00117,17.186,996.0,79.2,1.4,205.2,0.06,False,54.0,0,4.781291573007319
TEST_00118,16.1408,1020.4,82.8,1.0,97.2,0.0,False,32.0,0,3.985931772889156
TEST_00119,10.818,1026.2,75.6,1.2,81.0,0.0,False,0.0,0,4.65462223931155
TEST_00120,20.606,1014.0,60.8,3.0,130.8,0.0,False,53.0,0,5.600730412472507
TEST_00121,17.696,1020.4,71.8,3.4,108.0,0.0,False,19.0,0,5.652652603292542
TEST_00122,19.652,1020.4,74.6,1.2,200.4,0.0,False,12.0,0,4.25573848687959
TEST_00123,20.616,1012.6,60.8,2.6,174.0,0.0,False,23.0,0,5.370490474857379
TEST_00124,18.908,1011.2,51.2,3.2,140.0,0.06,False,12.0,0,6.078122212816071
TEST_00125,11.82,1018.0,87.2,0.8,132.0,0.06,False,26.2,0,4.355585626375667
TEST_00126,30.898,1019.4,42.6,3.0,88.0,0.6,False,20.0,0,5.371323687988218
TEST_00127,16.3506,1018.4,87.4,1.4,178.2,0.0,False,37.6,0,4.424528862528173
TEST_00128,8.85833125,1019.2,83.0,1.2,182.4,0.0,False,8.2,0,5.0696834530029875
TEST_00129,20.396,1014.2,76.4,1.0,197.0,0.0,False,31.0,0,4.070544197680995
TEST_00130,22.76,1012.2,65.6,4.2,142.0,0.18,False,46.0,0,6.244908402548196
TEST_00131,18.06,1018.6,73.8,1.4,160.0,0.0,False,16.0,0,4.440021538564143
TEST_00132,10.898,1014.6,80.6,3.0,176.0,0.24,False,57.0,0,6.536550529996469
TEST_00133,5.988,1026.8,90.6,0.8,62.2,0.0,False,15.0,0,4.502040424730321
TEST_00134,25.688,1014.0,54.8,3.4,134.0,0.0,False,39.0,0,5.444373194473099
TEST_00135,18.342,1015.0,75.8,2.2,207.0,0.18,False,38.0,0,5.340506182715165
TEST_00136,20.47,1009.6,62.4,4.4,188.0,0.0,False,24.0,0,6.569890292308744
TEST_00137,16.714,1019.0,80.8,1.4,170.6,0.0,False,14.4,0,4.431013328346561
TEST_00138,17.128,1015.8,62.4,2.0,246.0,0.0,False,16.0,0,5.5305598153039615
TEST_00139,16.1431,1021.0,79.4,1.2,82.8,0.0,False,11.2,0,4.063014193967641
TEST_00140,15.596,1029.6,76.0,3.0,168.6,0.0,False,42.0,0,5.818118690828335
TEST_00141,32.888,997.0,45.2,3.0,153.0,0.0,False,7.2,0,4.624626036799791
TEST_00142,27.832,1014.4,51.4,4.0,214.0,0.0,False,35.0,0,5.974925550279461
TEST_00143,13.48,1012.4,89.6,1.4,152.0,0.06,False,50.8,0,4.689514618547775
TEST_00144,9.66,1025.0,69.8,3.0,190.0,0.0,False,15.0,0,6.551858349558911
TEST_00145,19.862,1016.2,74.6,0.8,203.0,0.0,False,34.0,0,4.075995438053491
TEST_00146,25.4449,1012.4,68.0,3.2,127.2,0.18,False,32.8,0,5.147738112643026
TEST_00147,22.73473125,996.8,57.8,4.2,230.2,0.18,False,53.2,0,6.7980241035059175
TEST_00148,6.2,1026.8,92.0,2.2,215.8,0.0,False,19.0,0,5.929700640370379
TEST_00149,26.602,1017.4,63.6,4.2,196.0,0.06,False,35.0,0,5.919384033426409
TEST_00150,15.079,1002.4,74.2,2.6,154.4,0.0,False,0.0,0,5.428910344635707
TEST_00151,15.068,1023.6,71.4,1.4,77.2,0.0,False,25.2,0,4.54710383710266
TEST_00152,18.52,1020.2,89.0,1.4,252.0,0.0,False,22.0,0,4.363000321409295
TEST_00153,10.432,1015.0,84.8,1.6,212.0,0.0,False,21.4,0,5.284796185593141
TEST_00154,11.882,1000.2,84.0,0.8,127.4,0.0,False,0.0,0,4.238376327740092
TEST_00155,4.8745625,1007.2,74.8,3.2,286.0,0.06,True,26.8,0,5.044227059229305
TEST_00156,23.08,1012.0,70.2,1.4,109.6,0.0,False,32.6,0,3.902310993129397
TEST_00157,21.196,1015.4,64.4,1.0,84.0,0.0,False,38.0,0,3.9143269561951115
TEST_00158,9.962,1024.8,72.0,1.4,130.0,0.0,False,49.0,0,5.349067644888251
TEST_00159,16.458,1016.0,78.0,1.8,145.6,0.0,False,0.0,0,4.637692226292397
TEST_00160,8.746,1021.4,87.4,0.8,172.0,0.0,False,15.0,0,4.699287581195069
TEST_00161,11.858,1033.6,78.2,1.8,108.0,0.0,False,2.4,0,4.979410431044825
TEST_00162,25.128,1018.4,58.4,1.8,185.4,0.0,False,19.0,0,4.47227414016214
TEST_00163,8.278,1010.8,79.0,2.4,220.0,0.06,False,16.0,0,6.247197729003219
TEST_00164,10.5694,1024.2,91.6,1.6,189.6,0.54,False,47.6,0,5.717167400894757
TEST_00165,20.518,1016.2,72.0,1.4,66.0,0.06,False,35.8,0,4.040578798512797
TEST_00166,28.832,1015.4,59.4,1.2,160.0,0.0,False,18.4,0,3.5806086264755312
TEST_00167,20.922,1016.6,65.2,0.6,128.0,0.0,False,0.0,0,3.662103498334749
TEST_00168,27.212,1016.2,51.2,1.0,208.0,0.0,False,10.4,0,3.968109741048962
TEST_00169,12.35,1002.4,90.6,1.0,212.4,0.06,False,60.0,0,4.7782367309316545
TEST_00170,24.894,1007.8,44.8,7.4,266.0,0.0,False,28.0,0,8.81632052272012
TEST_00171,14.456,1016.8,51.2,3.2,228.0,0.0,False,35.0,0,6.8870162880642605
TEST_00172,16.186,1021.4,58.0,6.4,102.0,0.06,False,41.0,0,8.248437041850872
TEST_00173,18.84,1018.6,47.4,5.0,222.0,0.06,False,31.0,0,7.730738936615634
TEST_00174,19.846,1017.0,82.0,1.0,40.2,0.06,False,35.0,0,3.496386172782433
TEST_00175,17.458,1016.6,62.2,1.4,192.0,0.0,False,4.0,0,4.864907052391068
TEST_00176,27.532,1019.2,55.0,3.0,162.0,0.0,False,30.0,0,5.053430403100776
TEST_00177,10.181,1019.8,80.8,1.4,153.6,0.0,False,13.6,0,5.038016584506389
TEST_00178,29.056,1015.2,40.0,4.4,164.0,0.0,False,23.0,0,6.168865815102228
TEST_00179,9.14373125,1013.8,59.8,4.0,117.2,0.0,False,8.8,0,7.2205103781856526
TEST_00180,16.343,1012.6,74.2,6.2,236.6,0.18,False,40.4,0,8.305466885675818
TEST_00181,14.698,1020.8,62.2,2.4,186.0,0.0,False,0.0,0,5.760438808811635
TEST_00182,11.546,996.8,82.8,2.8,164.0,0.3,False,52.0,0,6.284478117525985
TEST_00183,6.404,1033.4,87.2,1.2,92.0,0.0,False,4.0,0,4.8685002122412095
TEST_00184,15.95,1020.2,87.8,0.8,140.0,0.0,False,16.0,0,3.8357428946093073
TEST_00185,16.448,1008.8,71.0,4.4,160.0,0.06,False,38.0,0,6.786274800705266
TEST_00186,12.704,1031.0,68.6,3.6,186.0,0.0,False,22.0,0,6.674453519826487
TEST_00187,16.274,1016.0,75.2,2.4,114.0,0.0,False,38.0,0,5.163375860257396
TEST_00188,10.454,1020.4,84.6,1.6,168.0,0.0,False,23.0,0,5.134501544699651
TEST_00189,22.366,1019.2,33.8,4.4,100.0,0.0,False,0.0,0,6.686670082518365
TEST_00190,28.658,1016.4,46.8,3.0,162.0,0.0,False,15.0,0,5.084513980429751
TEST_00191,9.901,1023.0,89.8,1.6,220.2,0.06,False,42.0,0,5.393613540079752
TEST_00192,15.584,1017.4,82.2,1.4,170.0,0.0,False,34.2,0,4.592481586414718
TEST_00193,11.282,1029.0,86.2,1.2,122.0,0.0,False,16.0,0,4.551704314831515
TEST_00194,26.6,1014.4,59.2,2.2,113.0,0.0,False,31.0,0,4.347681830426574
TEST_00195,12.86,1024.8,67.4,1.0,134.2,0.0,False,0.0,0,4.717880427736305
TEST_00196,17.346,1014.8,73.8,1.2,160.2,0.0,False,19.0,0,4.396761147781371
TEST_00197,24.634,1016.8,55.4,2.8,218.0,0.0,False,27.0,0,5.402220408495031
TEST_00198,16.034,1011.8,86.6,1.4,198.8,0.18,False,42.0,0,4.768200485306118
TEST_00199,14.146,1006.4,67.2,5.0,224.0,0.06,False,30.4,0,7.71118613702947
TEST_00200,21.742,1017.8,62.8,1.6,114.0,0.06,False,26.4,0,4.415271920530129
TEST_00201,14.9,1012.2,83.0,1.2,30.0,0.06,False,38.0,0,4.085180143070315
TEST_00202,26.477,996.2,44.0,3.4,240.2,0.0,False,10.0,0,5.903734729189362
TEST_00203,8.124,1028.2,67.6,2.4,158.0,0.0,False,4.0,0,6.21360287987776
TEST_00204,16.19,1006.0,66.6,5.4,162.0,0.06,False,64.0,0,7.692260209177066
TEST_00205,8.7255,1019.8,70.0,2.4,244.4,0.96,False,25.6,0,7.547219922782535
TEST_00206,28.672,1014.2,45.0,2.6,94.0,0.0,False,15.0,0,4.621939035980926
TEST_00207,10.474,1021.6,81.4,5.6,228.4,0.06,False,28.0,0,8.121388172596834
TEST_00208,30.878,1018.0,46.2,4.2,96.0,0.0,False,24.0,0,5.44964358689891
TEST_00209,7.526,1021.0,95.8,1.4,119.0,0.0,False,41.0,0,4.916444326739584
TEST_00210,30.154,1014.8,41.6,5.0,136.0,0.0,False,16.0,0,6.273805305895719
TEST_00211,30.622,1017.0,42.4,1.4,130.0,0.0,False,12.0,0,3.8259661674281813
TEST_00212,24.558,1018.4,75.2,2.6,187.0,0.0,False,12.0,0,4.597123147544398
TEST_00213,18.84,1018.4,73.6,1.8,106.4,0.0,False,15.0,0,4.425935062084815
TEST_00214,31.93,1013.4,35.6,3.6,190.0,0.0,False,0.0,0,5.463512465396894
TEST_00215,19.646,1020.2,83.0,1.0,210.0,0.0,False,4.0,0,3.912420688399687
TEST_00216,32.032,1016.6,38.8,3.6,114.0,0.0,False,27.0,0,5.208383448184657
TEST_00217,10.68,1020.0,88.0,3.2,221.6,0.06,False,37.4,0,6.385552669301418
TEST_00218,8.078,1009.0,68.0,2.4,188.0,0.0,False,53.2,0,6.5238668006406035
TEST_00219,15.236,1014.4,60.2,4.0,166.0,0.0,False,20.6,0,6.810455033243927
TEST_00220,15.072,1025.6,58.8,2.0,26.0,0.0,False,12.8,0,5.0212988921609085
TEST_00221,13.328,1018.6,93.6,2.8,130.8,0.18,False,48.4,0,5.557352258846759
TEST_00222,29.584,1019.0,44.2,3.2,152.0,0.6,False,20.0,0,5.828180535477874
TEST_00223,16.4588,1003.2,71.4,3.0,181.6,0.24,False,36.8,0,6.135391455162104
TEST_00224,27.9,1012.4,62.2,4.6,115.4,0.0,False,35.0,0,5.7230095776529595
TEST_00225,29.234,1017.6,39.8,1.6,154.0,0.0,False,8.0,0,4.2358147813841995
TEST_00226,15.078,1009.8,77.4,2.4,228.0,0.0,False,34.0,0,5.627557994609419
TEST_00227,14.042,1022.0,42.8,2.0,171.8,0.0,False,0.0,0,6.013165017087144
TEST_00228,16.83,1002.0,88.6,3.2,114.0,0.3,False,46.0,0,5.645417312225903
TEST_00229,16.896,1020.8,47.6,2.0,146.0,0.0,False,0.0,0,5.502802152322912
TEST_00230,29.048,1020.0,56.4,3.2,198.0,0.0,False,27.0,0,5.10986851403837
TEST_00231,7.148,1027.4,85.0,0.6,37.6,0.0,False,4.8,0,4.263796993183327
TEST_00232,10.7195,1026.0,76.0,1.2,165.8,0.0,False,11.2,0,5.009824367620407
TEST_00233,13.082,1015.8,76.0,4.2,219.0,0.0,False,37.0,0,7.019020340278048
TEST_00234,11.10866875,1027.8,62.2,6.8,33.2,0.48,False,45.6,0,9.152966684565431
TEST_00235,9.4961,1018.4,85.4,1.4,135.4,0.0,False,27.8,0,4.984210926817929
TEST_00236,22.758,1015.8,44.2,3.4,134.0,0.0,False,23.0,0,5.950063350360071
TEST_00237,29.916,1013.6,54.2,4.0,198.0,0.0,False,0.0,0,5.4834571533972
TEST_00238,12.256,1012.2,49.2,5.0,282.0,0.06,False,27.0,0,8.56324009952321
TEST_00239,22.468,1013.6,67.4,4.4,112.0,0.18,False,46.0,0,6.249850885000749
TEST_00240,27.99,1007.6,40.6,7.8,260.0,0.0,False,32.0,0,8.860440010379593
TEST_00241,23.042,1015.8,69.8,1.2,122.0,0.0,False,0.0,0,3.6944482738678084
TEST_00242,16.44,1024.2,66.4,2.8,167.0,0.0,False,16.6,0,5.734473629257172
TEST_00243,14.2038,1008.0,83.6,1.6,151.2,0.06,False,18.4,0,4.759573389337373
TEST_00244,34.646,1017.6,38.6,4.6,192.0,0.0,False,8.0,0,5.798341473035661
TEST_00245,14.73073125,1000.4,70.6,2.0,179.2,0.0,False,4.8,0,5.277160471044015
TEST_00246,16.164,1016.4,83.4,1.8,194.0,0.06,False,22.0,0,4.863820348088374
TEST_00247,22.54473125,1000.8,50.8,2.2,122.8,0.6,False,7.2,0,5.5731060478835985
TEST_00248,6.082,1023.6,97.2,1.0,46.4,0.0,False,18.0,0,4.408515397841413
TEST_00249,23.162,1013.4,51.2,3.2,188.0,0.06,False,20.0,0,5.848568892279814
TEST_00250,23.561,1003.2,79.0,1.2,36.6,0.0,False,36.8,0,3.2496543616674183
TEST_00251,23.22,1018.2,69.8,1.4,199.4,0.0,False,8.0,0,4.12114856049809
TEST_00252,15.152,1026.2,76.6,1.4,155.4,0.0,False,21.4,0,4.673542359294155
TEST_00253,9.172,1029.2,71.2,2.0,146.0,0.0,False,8.0,0,5.726717621317762
TEST_00254,15.998,1017.0,81.4,2.0,144.0,0.0,False,38.4,0,4.883632885002921
TEST_00255,25.1142,1015.2,64.0,0.6,202.0,0.6,False,24.4,0,4.290691462380623
TEST_00256,11.354,994.6,75.4,5.8,244.0,0.18,False,31.0,0,8.515187293648188
TEST_00257,17.977,1024.4,73.0,0.4,192.4,0.0,False,21.0,0,3.957722369962004
TEST_00258,20.434,1018.0,54.8,3.2,168.0,0.6,False,31.0,0,6.602480903986348
TEST_00259,14.6274,1000.0,79.6,2.4,244.8,0.0,False,9.6,0,5.575949922221551
TEST_00260,10.608,1021.0,79.2,1.0,172.8,0.0,False,0.0,0,4.787606831370782
TEST_00261,9.434,1009.4,64.0,6.0,264.6,0.24,False,38.0,0,9.304940453633838
TEST_00262,27.758,1012.2,56.6,3.8,206.0,0.0,False,15.0,0,5.606120768158403
TEST_00263,12.6986,1030.0,86.0,1.4,159.2,0.0,False,13.0,0,4.663713932077092
TEST_00264,8.002,1017.8,86.6,1.2,130.0,0.06,False,17.6,0,4.980400896908414
TEST_00265,17.1511,1021.4,82.6,1.8,204.8,0.06,False,45.8,0,4.922126973066953
TEST_00266,24.874,1008.2,55.6,4.4,176.0,0.0,False,27.0,0,6.259943065709125
TEST_00267,28.3232,1002.2,47.4,3.4,178.4,0.18,False,7.2,0,5.5876373232002825
TEST_00268,30.246,1017.8,44.4,3.8,194.0,0.0,False,26.0,0,5.665310293391823
TEST_00269,19.704,1020.8,70.0,1.4,177.0,0.0,False,15.0,0,4.425810536654362
TEST_00270,13.1313,1005.8,58.6,4.4,200.0,0.0,False,38.0,0,7.524722769201451
TEST_00271,32.324,1015.6,46.6,3.4,234.0,0.0,False,4.0,0,5.1879570607002625
TEST_00272,25.37,1016.2,62.6,4.4,244.0,0.18,False,24.0,0,6.461505273731635
TEST_00273,19.596,1013.0,68.6,2.6,186.0,0.18,False,48.0,0,5.621677262551328
TEST_00274,14.752,1019.2,65.2,1.2,130.0,0.0,False,5.6,0,4.717842149752055
TEST_00275,20.756,1016.2,69.0,2.0,104.4,0.0,False,4.0,0,4.42311901827974
TEST_00276,13.01,1015.8,79.8,3.2,174.0,0.0,False,19.0,0,6.039683580378822
TEST_00277,24.5268,1010.4,62.4,1.4,226.2,0.06,False,16.0,0,4.372986223368313
TEST_00278,8.09,1029.0,84.4,3.4,208.0,0.0,False,15.0,0,6.664952295055283
TEST_00279,28.156,1014.8,62.8,2.6,208.4,0.0,False,16.0,0,4.639121897502238
TEST_00280,20.778,1014.6,65.8,2.4,187.2,0.0,False,49.0,0,5.253047677655228
TEST_00281,32.144,1016.8,44.4,1.0,168.0,0.0,False,19.0,0,3.5256329572112053
TEST_00282,5.716,1009.4,87.4,2.0,68.0,0.18,False,66.0,0,5.824868895439338
TEST_00283,29.092,1014.2,51.8,2.8,106.0,0.0,False,27.0,0,4.628664700617342
TEST_00284,17.5899375,1002.8,77.0,2.4,234.0,0.06,False,16.2,0,5.392025605148268
TEST_00285,23.116,1019.0,77.2,0.8,102.4,0.0,False,27.0,0,3.2795524720374862
TEST_00286,25.64915,1003.2,48.2,9.4,228.4,0.06,False,44.0,0,9.948210010415991
