id,target
TEST_00105,4.969234936257875
TEST_00106,7.055448612693379
TEST_00107,5.225193930712115
TEST_00108,5.661340183536524
TEST_00109,5.38821015652898
TEST_00110,5.691343712944614
TEST_00111,5.614085617462303
TEST_00112,7.722344535992235
TEST_00113,4.697477546239438
TEST_00114,4.385275028669063
TEST_00115,5.277331945140171
TEST_00116,5.582457211281395
TEST_00117,4.879207287274894
TEST_00118,6.7675550335797166
TEST_00119,7.484835623493369
TEST_00120,5.074718713736115
TEST_00121,5.446640899452326
TEST_00122,7.015722410799653
TEST_00123,6.075676588449082
TEST_00124,4.6858744203694656
TEST_00125,6.355916639646475
TEST_00126,5.94184765026433
TEST_00127,4.593849375915818
TEST_00128,7.900936930635241
TEST_00129,5.2163819529196624
TEST_00130,5.468752088075066
TEST_00131,4.906634435448998
TEST_00132,5.4084809108346255
TEST_00133,6.141617156544934
TEST_00134,4.984657547985893
TEST_00135,5.768915774888708
TEST_00136,4.587271351395913
TEST_00137,5.301197363651748
TEST_00138,5.937710083842997
TEST_00139,4.283846666405258
TEST_00140,5.153663440190178
TEST_00141,6.164062211871342
TEST_00142,5.448141162681246
TEST_00143,6.130505219220337
TEST_00144,6.11706953693437
TEST_00145,4.926753145342777
TEST_00146,4.334821930196671
TEST_00147,5.39990496802333
TEST_00148,5.290680562497245
TEST_00149,5.144049097453175
TEST_00150,5.164682567260451
TEST_00151,4.760976543359963
TEST_00152,4.68572007672052
TEST_00153,3.8818152260839045
TEST_00154,6.544320867448161
TEST_00155,5.212565425730373
TEST_00156,5.329314611121987
TEST_00157,5.268596159706682
TEST_00158,4.767408882671705
TEST_00159,4.506334119068231
TEST_00160,5.181317814898081
TEST_00161,4.147273296836154
TEST_00162,4.9058509474981085
TEST_00163,4.707384630541131
TEST_00164,5.551358226611212
TEST_00165,5.178120461363276
TEST_00166,5.426061096175387
TEST_00167,4.2108948472167285
TEST_00168,6.0064828574885425
TEST_00169,5.179238013109564
TEST_00170,7.276464612561502
TEST_00171,5.64740823523746
TEST_00172,5.8118414712021345
TEST_00173,5.616388929446093
TEST_00174,5.814008353061694
TEST_00175,5.187620063626179
TEST_00176,4.976953059383257
TEST_00177,5.00615141467041
TEST_00178,5.42082729375633
TEST_00179,5.331704999395792
TEST_00180,4.143569207196913
TEST_00181,5.43775905184717
TEST_00182,5.334168752490893
TEST_00183,5.3068807599653685
TEST_00184,4.541303791343656
TEST_00185,5.104384228562982
TEST_00186,4.985349496491777
TEST_00187,5.296220429276243
TEST_00188,4.232398121178907
TEST_00189,6.024155871381351
TEST_00190,5.422487065598894
TEST_00191,5.453602555744824
TEST_00192,5.154307191883087
TEST_00193,5.260070978262303
TEST_00194,8.366548906373897
TEST_00195,4.945146752272532
TEST_00196,5.729019359814888
TEST_00197,5.6817192930974105
TEST_00198,4.44253053062109
TEST_00199,11.324236165403903
TEST_00200,5.720561196856484
TEST_00201,5.596538569960774
TEST_00202,4.980117166678483
TEST_00203,4.721704993700527
TEST_00204,5.645593631989108
TEST_00205,5.231712613500774
TEST_00206,4.490547645759225
TEST_00207,5.452776763115418
TEST_00208,4.754300854773622
TEST_00209,4.733697216566156
TEST_00210,5.065805524954656
TEST_00211,6.046792963156223
TEST_00212,4.7038355802106455
TEST_00213,4.846917714139925
TEST_00214,5.763797801255356
TEST_00215,4.325277820226564
TEST_00216,4.4095264475032785
TEST_00217,5.9799489675981325
TEST_00218,5.6618511424036475
TEST_00219,4.923561778600947
TEST_00220,5.026165974558187
TEST_00221,5.581503828727158
TEST_00222,5.42381275477536
TEST_00223,8.209472004684159
TEST_00224,4.504773475573833
TEST_00225,5.027413112216216
TEST_00226,5.200960427440421
TEST_00227,6.386081979443027
TEST_00228,6.012591151202273
TEST_00229,4.84907556904375
TEST_00230,5.778618822023993
TEST_00231,5.401228334454678
TEST_00232,6.5192096029550495
TEST_00233,4.789581934953983
TEST_00234,6.338400834395684
TEST_00235,5.680546819776371
TEST_00236,5.246994853498551
TEST_00237,5.1807572096253764
TEST_00238,5.444435142542755
TEST_00239,5.6043720723176955
TEST_00240,4.196622035108163
TEST_00241,4.524957353271002
TEST_00242,3.5317309441073554
TEST_00243,5.110980101869364
TEST_00244,5.752366733001122
TEST_00245,5.5647173329791135
TEST_00246,4.85554550003946
TEST_00247,5.32841412456216
TEST_00248,4.918792060325932
TEST_00249,6.2093776941802865
TEST_00250,5.130899149740657
TEST_00251,5.035725232520481
TEST_00252,4.093907715243845
TEST_00253,5.364234309493729
TEST_00254,5.2650521825717504
TEST_00255,4.875687249925397
TEST_00256,5.194864312002455
TEST_00257,4.85392259046391
TEST_00258,5.677353509457135
TEST_00259,6.486406970194776
TEST_00260,5.019359729375168
TEST_00261,4.0498271850757614
TEST_00262,6.480259130983895
TEST_00263,7.129872572286149
TEST_00264,5.048923565022682
TEST_00265,5.370891273927526
TEST_00266,6.094442884142651
TEST_00267,5.975420260257304
TEST_00268,5.420081116347998
TEST_00269,4.261020584351711
TEST_00270,7.9451945605874785
TEST_00271,4.798291007340061
TEST_00272,4.226422367359916
TEST_00273,5.472563343271865
TEST_00274,5.6732808943081485
TEST_00275,4.549057234675329
TEST_00276,4.9714419535435725
TEST_00277,5.552465077046367
TEST_00278,5.03498694191234
TEST_00279,5.872444116546184
TEST_00280,11.450682480389732
TEST_00281,4.665038799748499
TEST_00282,5.388406303025874
TEST_00283,5.168919291151868
TEST_00284,4.818493232282243
TEST_00285,4.782544495541345
TEST_00286,5.324867357054501
TEST_00287,5.542652596843105
TEST_00288,6.73862831888851
TEST_00289,4.128925330325987
TEST_00290,6.453386715915527
TEST_00291,4.059260748465296
TEST_00292,4.32553750357267
TEST_00293,5.487355018592119
TEST_00294,4.696265084241058
TEST_00295,5.278646496795542
TEST_00296,4.922430094373768
TEST_00297,5.5130880787799335
TEST_00298,4.902011179192961
TEST_00299,6.631274799685988
TEST_00300,6.204120562576413
TEST_00301,6.320915823812555
TEST_00302,5.1483315708619255
TEST_00303,6.8067475241035345
TEST_00304,8.520237726924066
TEST_00305,8.879490331468226
TEST_00306,5.316357346427397
TEST_00307,5.980989298504396
TEST_00308,6.020321291124161
TEST_00309,5.240400316141312
TEST_00310,4.335141969559307
TEST_00311,4.563642466697576
TEST_00312,5.6674489825915355
TEST_00313,3.972626729729847
TEST_00314,5.564862102193645
TEST_00315,4.216718420679925
TEST_00316,7.181044016156539
TEST_00317,5.414277695615807
TEST_00318,6.621014466530816
TEST_00319,6.0182566002099005
TEST_00320,5.103705758302145
TEST_00321,4.280133218907935
TEST_00322,4.677335058769801
TEST_00323,4.9545370076160085
TEST_00324,4.971455083713957
TEST_00325,4.861452128915102
TEST_00326,5.381983512034503
TEST_00327,6.4923262016132535
TEST_00328,5.369924680835693
TEST_00329,8.049181146166971
TEST_00330,5.800685257469982
TEST_00331,5.551181567263511
TEST_00332,5.049513986596038
TEST_00333,5.566239458689481
TEST_00334,6.907476059769724
TEST_00335,5.167969714117715
TEST_00336,5.031617827267616
TEST_00337,6.4613653628462355
TEST_00338,4.4205248768126655
TEST_00339,4.691007629255148
TEST_00340,5.414514182554801
TEST_00341,5.3999270146740495
TEST_00342,9.73844273062095
TEST_00343,4.658994715132799
TEST_00344,6.064521253437801
TEST_00345,4.554045679988916
TEST_00346,5.735278084446091
TEST_00347,5.65757094585563
TEST_00348,4.755436288412685
TEST_00349,6.025715848760418
TEST_00350,9.341468515618857
TEST_00351,4.6066143770408985
TEST_00352,6.630941219722772
TEST_00353,5.176417562913026
TEST_00354,6.673368774377783
TEST_00355,4.96169095755453
TEST_00356,6.722509525520084
TEST_00357,5.33086557147537
TEST_00358,5.127385787123873
TEST_00359,4.663717281144658
TEST_00360,6.9328696267437175
TEST_00361,5.097153117473043
TEST_00362,4.6166503964460635
TEST_00363,5.77829462558342
TEST_00364,5.713557997332217
TEST_00365,4.7021172273648775
TEST_00366,9.268961641605225
TEST_00367,4.3609048325424045
TEST_00368,4.813533014622824
TEST_00369,6.1744413637364985
TEST_00370,5.71654634091168
TEST_00371,4.138751821564228
TEST_00372,5.315312333918646
TEST_00373,7.174241056913731
TEST_00374,5.728947067447416
TEST_00375,8.851240762629633
TEST_00376,6.0737223640580495
TEST_00377,5.547473539351877
TEST_00378,5.493529281487985
TEST_00379,5.1851910411429465
TEST_00380,4.855244766494402
TEST_00381,5.394052366391028
TEST_00382,5.051743200396389
TEST_00383,8.55900848205189
TEST_00384,6.885819038741998
TEST_00385,5.589309438747267
TEST_00386,5.1185781516782365
TEST_00387,7.414220210853219
TEST_00388,9.249740395742556
TEST_00389,4.90293262767094
TEST_00390,5.496921495984335
TEST_00391,6.362126128172002
TEST_00392,6.183992368889573
TEST_00393,5.241640834032951
TEST_00394,5.0429630739942635
TEST_00395,5.834930104253187
TEST_00396,5.252302798368536
TEST_00397,4.833921886609177
TEST_00398,4.648846590248645
TEST_00399,3.901167613843814
TEST_00400,5.341819911156238
TEST_00401,6.0335287327673335
TEST_00402,6.619474452135462
TEST_00403,4.3275038089377835
TEST_00404,6.014326270768813
TEST_00405,6.463734037883413
TEST_00406,5.708142645748921
TEST_00407,5.4522973352276605
TEST_00408,5.197087990001308
TEST_00409,5.220934098593245
TEST_00410,5.309132239742318
TEST_00411,5.469551999190479
TEST_00412,5.978303695328124
TEST_00413,5.577878331230513
TEST_00414,6.206951124606561
TEST_00415,5.770781533916914
TEST_00416,6.028886371590984
TEST_00417,5.296825650924511
TEST_00418,5.908134516086815
TEST_00419,5.1414024431439636
TEST_00420,5.890229792945541
TEST_00421,5.410626451341377
TEST_00422,5.233403234778401
TEST_00423,5.50361051289107
TEST_00424,5.030901154607451
TEST_00425,5.284131439107462
TEST_00426,6.620145705265258
TEST_00427,4.83350743216144
TEST_00428,5.495911274483698
TEST_00429,5.288688295558893
TEST_00430,5.495416762071101
TEST_00431,4.452733329882305
TEST_00432,4.803209863128781
TEST_00433,5.110926406829693
TEST_00434,4.900390084424437
TEST_00435,5.760967511530129
TEST_00436,5.565665004550755
TEST_00437,4.836118598155516
TEST_00438,5.240613845943359
TEST_00439,4.9519344195471025
TEST_00440,5.382630199445555
TEST_00441,4.170727959070282
TEST_00442,5.408179326223097
TEST_00443,6.834047587070459
TEST_00444,4.933357830761458
TEST_00445,4.164892460769424
TEST_00446,5.170108387672091
TEST_00447,5.274625065439372
TEST_00448,5.256476102027123
TEST_00449,5.029105497076364
TEST_00450,5.523919896302253
TEST_00451,5.345277559811991
TEST_00452,4.419515301581607
TEST_00453,4.962167595514533
TEST_00454,5.532966336315413
TEST_00455,4.861977793402652
TEST_00456,6.000030051919172
TEST_00457,5.131656178882362
TEST_00458,5.047839568892155
TEST_00459,4.767309572451185
TEST_00460,4.740642016010579
TEST_00461,7.549930788660328
TEST_00462,5.572704721935584
TEST_00463,5.167098759474869
TEST_00464,4.467924189834193
TEST_00465,5.721734644526928
TEST_00466,5.193852103051155
TEST_00467,6.006467489414394
TEST_00468,5.662717026261449
TEST_00469,4.805702454284771
TEST_00470,10.127048308630446
TEST_00471,5.586498311730034
TEST_00472,5.626636501001452
TEST_00473,5.417176082527607
TEST_00474,5.448586685920864
TEST_00475,5.70067976854145
TEST_00476,4.422099104738635
TEST_00477,6.422963791273133
TEST_00478,4.663583969327217
TEST_00479,5.246337210049664
TEST_00480,4.818182485769238
TEST_00481,4.654279315169056
TEST_00482,5.414084872431381
TEST_00483,5.087470926541531
TEST_00484,4.630220898518904
TEST_00485,5.027212490632891
TEST_00486,6.493474709351242
TEST_00487,5.369711018217923
TEST_00488,5.569158164479262
TEST_00489,4.777461543188794
TEST_00490,8.990689331224482
TEST_00491,4.614381444500255
TEST_00492,5.628947704824981
TEST_00493,5.486889463588933
TEST_00494,5.3127008990516895
TEST_00495,-11.736836107468223
TEST_00496,6.349618021310394
TEST_00497,7.079680117091287
TEST_00498,5.564727539678639
TEST_00499,5.167634474609047
TEST_00500,6.630531096499165
TEST_00501,4.6164898887985535
TEST_00502,4.563720328830391
TEST_00503,5.014082916645792
TEST_00504,6.243402356291113
TEST_00505,5.566428815735975
TEST_00506,6.31011538702187
TEST_00507,6.13631268768206
TEST_00508,6.382181157552605
TEST_00509,5.606676161794739
TEST_00510,4.913808433959137
TEST_00511,4.835722140863295
TEST_00512,5.265521661387482
TEST_00513,5.711254902872488
TEST_00514,6.780717047286545
TEST_00515,4.292480839371246
TEST_00516,5.179215497360613
TEST_00517,4.317544804291094
TEST_00518,5.651596702037967
TEST_00519,5.307820998836741
TEST_00520,5.765727141861659
TEST_00521,6.436260739479668
TEST_00522,5.874908210363254
TEST_00523,5.577130992348537
TEST_00524,5.503441904333917
TEST_00525,4.863824478563851
TEST_00526,5.4475139284003244
TEST_00527,5.891706991932848
TEST_00528,4.79619455167896
TEST_00529,5.419468702143098
TEST_00530,4.222052617092655
TEST_00531,8.218445057793769
TEST_00532,6.570307224157575
TEST_00533,5.775908214116614
TEST_00534,5.906102613677304
TEST_00535,4.716519225824722
TEST_00536,4.482615085490947
TEST_00537,5.521162387776426
TEST_00538,5.889471594657378
TEST_00539,7.159701222201185
TEST_00540,5.533511300458175
TEST_00541,3.6295210355236565
TEST_00542,4.905311460068133
TEST_00543,4.872721484172948
TEST_00544,4.022545685850104
TEST_00545,5.311952160036112
TEST_00546,6.173297526886853
TEST_00547,6.058158651747106
TEST_00548,5.263053583128614
TEST_00549,4.8879234633955315
TEST_00550,5.59926344915902
TEST_00551,7.614257052910649
TEST_00552,5.230698143553519
TEST_00553,4.819199281064798
TEST_00554,4.768345982115658
TEST_00555,5.1534668864910405
TEST_00556,5.1008588853235395
TEST_00557,5.246055772697881
TEST_00558,5.214347448747193
TEST_00559,5.018856299731308
TEST_00560,5.4822949205196085
TEST_00561,6.734736532184819
TEST_00562,5.577951760849439
TEST_00563,5.519260367188045
TEST_00564,5.057801898579294
TEST_00565,8.455938614968392
TEST_00566,5.426116290285076
TEST_00567,4.513184368941885
TEST_00568,4.114546007973576
TEST_00569,5.76798666342524
TEST_00570,5.866682431884682
TEST_00571,5.157919187896676
TEST_00572,6.13631268768206
TEST_00573,5.643428520310676
TEST_00574,4.728211507884697
TEST_00575,5.438892257779341
TEST_00576,5.027771551485176
TEST_00577,4.383783563148454
TEST_00578,6.123176919170193
TEST_00579,5.657734849086271
TEST_00580,4.41400623142022
TEST_00581,5.469693327368171
TEST_00582,5.786974197641065
TEST_00583,4.264107190196922
TEST_00584,3.7474210420256773
TEST_00585,6.695438376660284
TEST_00586,5.631179073208537
TEST_00587,5.970481627421163
TEST_00588,4.899525979979639
TEST_00589,5.254620008593368
TEST_00590,5.23850535001657
TEST_00591,6.265946031876942
TEST_00592,6.331298562232139
TEST_00593,5.418759883028052
TEST_00594,6.207526237409494
TEST_00595,5.705589756182154
TEST_00596,4.314583360904114
TEST_00597,5.214861157344527
TEST_00598,4.834818940026029
TEST_00599,5.450492624009475
TEST_00600,5.279167291443372
TEST_00601,5.601758230740409
TEST_00602,6.522734119394499
TEST_00603,7.956794698945259
TEST_00604,5.162248236144103
TEST_00605,4.865738450496631
TEST_00606,4.939370356289829
TEST_00607,5.140422814574103
TEST_00608,5.256939490486347
TEST_00609,5.855235473261867
TEST_00610,4.803203511544637
TEST_00611,5.585389907150119
TEST_00612,7.700860210821434
TEST_00613,5.858114911540258
TEST_00614,5.3359264802805
TEST_00615,5.8740927125452655
TEST_00616,5.0007887629301155
TEST_00617,6.521716145087991
TEST_00618,5.575245896393558
TEST_00619,6.003579018473925
TEST_00620,5.006247673413069
TEST_00621,5.109949845491966
TEST_00622,5.503861295330257
TEST_00623,7.613978903327183
TEST_00624,4.143252630406645
TEST_00625,5.153691952564374
TEST_00626,4.976498402581102
TEST_00627,5.3034726595607005
TEST_00628,5.872032916636021
TEST_00629,5.683531696910943
TEST_00630,9.893771999522867
TEST_00631,9.3630163251263
TEST_00632,6.670107774411941
TEST_00633,4.457303460975378
TEST_00634,5.144852146587679
TEST_00635,5.754034326976771
TEST_00636,4.727344779638503
TEST_00637,4.794473314711692
TEST_00638,5.268369739472016
TEST_00639,5.5835990282156365
TEST_00640,4.386856895979064
TEST_00641,4.862995238609981
TEST_00642,9.61883923413755
TEST_00643,5.292639076828953
TEST_00644,6.2798444607177135
TEST_00645,4.925199017076572
TEST_00646,5.225569198235609
TEST_00647,5.5983652266395225
TEST_00648,5.573587134146071
TEST_00649,4.62147191306585
TEST_00650,4.254723367428709
TEST_00651,5.935271938077608
TEST_00652,5.310028431423314
TEST_00653,5.6542448321369125
TEST_00654,5.518913277695427
TEST_00655,5.922547196276286
TEST_00656,5.673528130088782
TEST_00657,5.4574856639637
TEST_00658,4.80226479321376
TEST_00659,8.985656707607879
TEST_00660,4.236838987192613
TEST_00661,5.840861993565088
TEST_00662,4.354303983971551
TEST_00663,6.733680261146695
TEST_00664,5.645335148441732
TEST_00665,7.247297598355084
TEST_00666,4.922593915139647
TEST_00667,5.421055633505109
TEST_00668,5.693961769885178
TEST_00669,4.946464719810855
TEST_00670,4.842460964551748
TEST_00671,4.785091420328133
TEST_00672,4.667530091494946
TEST_00673,5.280150587931812
TEST_00674,4.984344233805645
TEST_00675,6.865680499578411
TEST_00676,4.43108767152742
TEST_00677,4.809845268261331
TEST_00678,4.072761111004376
TEST_00679,5.652976311975081
TEST_00680,3.963396674314604
TEST_00681,4.6665165875617935
TEST_00682,5.51758275180384
TEST_00683,9.251021569612877
TEST_00684,5.496499247811453
TEST_00685,5.752717450060972
TEST_00686,5.303645393040261
TEST_00687,5.4576276328799
TEST_00688,5.49409790831728
TEST_00689,4.5184520766943805
TEST_00690,4.559491582593903
TEST_00691,5.65406108391719
TEST_00692,6.138506039560459
TEST_00693,5.960061880136303
TEST_00694,5.363465817982269
TEST_00695,4.4140540391848715
TEST_00696,4.9342341324765595
TEST_00697,5.53956011762883
TEST_00698,9.936234612343267
TEST_00699,8.497904482441465
TEST_00700,4.3961403548517985
TEST_00701,5.693273411499449
TEST_00702,5.305550328103652
TEST_00703,4.6595867226542405
TEST_00704,5.16838568889503
TEST_00705,5.248945475704304
TEST_00706,4.9285415082296975
TEST_00707,5.182905347160053
TEST_00708,5.250818469364702
TEST_00709,5.047673541698424
TEST_00710,5.589736452963727
TEST_00711,5.848805115894254
TEST_00712,4.576156487334386
TEST_00713,4.377105393083996
TEST_00714,4.703648068361867
TEST_00715,4.235871315113459
TEST_00716,11.336304083570965
TEST_00717,4.672289185095833
TEST_00718,5.618593428714041
TEST_00719,4.212354614215532
TEST_00720,4.854579747158736
TEST_00721,5.022166133766351
TEST_00722,6.241894299280538
TEST_00723,4.982910654681387
TEST_00724,5.014367937849886
TEST_00725,5.488012208911783
TEST_00726,4.096843922842306
TEST_00727,4.934073260351946
TEST_00728,6.161316462576106
TEST_00729,4.916348139782377
TEST_00730,5.970747659953111
TEST_00731,6.546930604887396
TEST_00732,5.471644872747104
TEST_00733,5.270143511882084
TEST_00734,4.937210270823165
TEST_00735,5.081885739556185
TEST_00736,5.625057839759769
TEST_00737,6.603370174559241
TEST_00738,4.693182880871247
TEST_00739,5.8508777088853
TEST_00740,4.809367024185565
TEST_00741,7.149093546847548
TEST_00742,6.317569767247373
TEST_00743,4.669641802756523
TEST_00744,5.6376634740377565
TEST_00745,5.4920871303641965
TEST_00746,5.0731028946754035
TEST_00747,8.251349205685653
TEST_00748,5.725226674298028
TEST_00749,4.715410907424818
TEST_00750,5.490262962879644
TEST_00751,4.502952079621288
TEST_00752,4.808640717236471
TEST_00753,5.57102361450946
TEST_00754,5.385843540015477
TEST_00755,4.323742275160807
TEST_00756,4.964320230011319
TEST_00757,5.674773459695196
TEST_00758,4.863561382552481
TEST_00759,4.967280087446229
TEST_00760,4.480161139935269
TEST_00761,4.144279004193308
TEST_00762,4.579386247883859
TEST_00763,4.688814293446649
TEST_00764,5.197632178967451
TEST_00765,6.125364160435922
TEST_00766,4.6289933950718885
TEST_00767,6.677999016602112
TEST_00768,6.40937416513712
TEST_00769,5.5276412743280305
TEST_00770,4.767922639078596
TEST_00771,7.534304862399116
TEST_00772,4.69087107303972
TEST_00773,4.847088102494831
TEST_00774,4.42646297014651
TEST_00775,6.287512035463104
TEST_00776,5.937407953827703
TEST_00777,5.113667954298307
TEST_00778,4.743628074390792
TEST_00779,5.926095058073112
TEST_00780,6.560379075351364
TEST_00781,5.624844382716352
TEST_00782,6.9744027895734835
TEST_00783,8.50981390902589
TEST_00784,7.082476716317696
TEST_00785,4.777064102678242
TEST_00786,4.118215164340201
TEST_00787,4.481309605600296
TEST_00788,6.747447535274858
TEST_00789,11.102666924199582
TEST_00790,4.6930872578514276
TEST_00791,5.978718197349629
TEST_00792,5.570711153634041
TEST_00793,4.272246243156205
TEST_00794,6.658528692887934
TEST_00795,6.213606539701484
TEST_00796,4.359478983055026
TEST_00797,4.994547312237701
TEST_00798,5.501034423236824
TEST_00799,4.23674800749543
TEST_00800,4.37586348442545
TEST_00801,6.412688078368539
TEST_00802,5.527046863310872
TEST_00803,4.630329063422403
TEST_00804,4.518974873012651
TEST_00805,7.33820528743264
TEST_00806,4.343508498636345
TEST_00807,7.246634093746154
TEST_00808,6.470932066594715
TEST_00809,4.689214746350059
TEST_00810,6.119847329094545
TEST_00811,5.257759686362656
TEST_00812,5.999201548450893
TEST_00813,4.8410110070435115
TEST_00814,6.163463740418749
TEST_00815,5.582227686851711
TEST_00816,5.208778379484389
TEST_00817,4.842414467981589
TEST_00818,5.544335825020536
TEST_00819,5.4003540183152845
TEST_00820,5.659987308675033
TEST_00821,5.198743863332565
TEST_00822,5.310533366165327
TEST_00823,5.770425481019328
TEST_00824,6.245897571667369
TEST_00825,5.89648173895247
TEST_00826,5.7716723546839415
TEST_00827,5.928107218598881
TEST_00828,4.426735143764415
TEST_00829,7.004689772918804
TEST_00830,5.9064922267805695
TEST_00831,6.824704305591365
TEST_00832,3.887811765116872
TEST_00833,5.434564709625246
TEST_00834,5.444944272169327
TEST_00835,7.167955050089114
TEST_00836,6.054636587963012
TEST_00837,5.429391012832172
TEST_00838,6.152564311845142
TEST_00839,5.207878550029518
TEST_00840,5.488487215215969
TEST_00841,5.1743154228291015
TEST_00842,5.162172564927524
TEST_00843,6.928623924795669
TEST_00844,8.879293259914945
TEST_00845,5.3222208717776684
TEST_00846,5.176946396267663
TEST_00847,5.874765502472616
TEST_00848,4.952639073938709
TEST_00849,4.778246333071074
TEST_00850,5.255003694473357
TEST_00851,5.234449743635623
TEST_00852,4.004399227948124
TEST_00853,5.098658655482071
TEST_00854,4.6613697680255495
TEST_00855,4.944685226204215
TEST_00856,5.4926518090573735
TEST_00857,5.392837169618961
TEST_00858,5.018027721120262
TEST_00859,6.283790933034331
TEST_00860,5.570579777709051
TEST_00861,4.104131280461599
TEST_00862,5.133121531946563
TEST_00863,4.714625398063894
TEST_00864,4.525150532924494
TEST_00865,5.178120461363276
TEST_00866,5.378776655955067
TEST_00867,5.7911806795912595
TEST_00868,6.27592312231426
TEST_00869,5.044627810999488
TEST_00870,4.685829599706701
TEST_00871,5.3040777395865
TEST_00872,5.828774745121299
TEST_00873,5.261934940870257
TEST_00874,6.020000624735272
TEST_00875,4.429360197102606
TEST_00876,6.694870812284021
TEST_00877,7.245678448448262
TEST_00878,4.793799954533859
TEST_00879,5.118677621770695
TEST_00880,5.689083395417905
TEST_00881,5.653294167091826
TEST_00882,5.494539108496719
TEST_00883,7.877180427059531
TEST_00884,5.442219057650419
TEST_00885,6.518023285268632
TEST_00886,5.886681269100544
TEST_00887,5.4562467116269735
TEST_00888,5.414352032270456
TEST_00889,4.403179792533816
TEST_00890,4.803751058952695
TEST_00891,4.396583274453286
TEST_00892,4.863594466559456
TEST_00893,5.163114721436169
TEST_00894,5.071099174502393
TEST_00895,5.013249797358636
TEST_00896,4.501450454675506
TEST_00897,5.4821454706323145
TEST_00898,7.186997815364375
TEST_00899,6.038156777582792
TEST_00900,5.429072406028631
TEST_00901,5.184374919438679
TEST_00902,5.203748727378877
TEST_00903,4.701541064660039
TEST_00904,5.350100355306445
TEST_00905,7.224513030269148
TEST_00906,5.990241069565608
TEST_00907,5.9203162280339345
TEST_00908,4.428581425769256
TEST_00909,4.869465482175507
TEST_00910,7.50936610302694
TEST_00911,5.069097424246747
TEST_00912,5.7133732107516355
TEST_00913,5.797302535692483
TEST_00914,4.681159804250036
TEST_00915,4.904805056053221
TEST_00916,6.845388220105943
TEST_00917,4.6044368011477435
TEST_00918,5.141332322896748
TEST_00919,5.347216672142512
TEST_00920,6.812948410581313
TEST_00921,4.337122577366314
TEST_00922,4.81838970384803
TEST_00923,7.566799026701155
TEST_00924,5.5859479946178165
